vertex,x,y,solution,residual
0,0,0,-1.3535962237895213e-10,2.3619877393679612e-18
1,1,0,-2.1147771357268844e-11,-1.3877787807814457e-17
2,1,1,3.034900451068216e-11,0
3,0,1,2.9666096907879327e-11,0
4,0.5,0.5,0.007926435768942322,-3.5482553748559844e-17
5,0,0.5,-1.9210171371165285e-11,-3.6652948480844542e-20
6,0.5,0,5.9144109564749051e-10,1.6357877962245428e-17
7,1,0.5,4.5754272575585572e-11,8.1713763255547625e-18
8,0.5,1,-6.3684472022156537e-10,-4.1553478381733864e-17
9,0.75,0.25,0.70552966157563202,1.7721058406778359e-16
10,0.25,0.75,-0.72954215771583097,1.3527866242951394e-16
11,0.75,0.75,-0.7128803767002142,1.4738196031089209e-16
12,0.5,0.25,0.96474322446530902,7.1667794523364218e-17
13,0.75,0,3.6806645198083525e-10,-1.977220202257331e-17
14,1,0.25,3.4184894727506346e-10,0
15,0.875,0.375,0.27009170625006412,-5.0123169776918035e-17
16,0.875,0.125,0.27559132802091624,5.5511151231257827e-17
17,0.875,0.25,0.38601640854169667,-8.3266726846886741e-17
18,1,0.375,2.2624562169262378e-10,0
19,0.9375,0.4375,0.071006522708798647,-3.0116428576186023e-18
20,1,0.75,-3.3666319943355301e-10,5.2252738231480823e-18
21,0.765625,0.546875,-0.19951041554546639,3.3718672381034772e-17
22,0.83940972222222221,0.47309027777777779,0.078678811153336831,1.5741688710637168e-17
23,1,0.625,-2.7792302328436991e-10,4.0013362808058406e-17
24,0.69431423611111109,0.40177951388888888,0.47448937092103588,-2.9039280151875846e-17
25,0.88172743055555558,0.58919270833333337,-0.19599401351350229,-2.2918478538998777e-17
26,0.78611893892370455,0.39825290163505112,0.37061463262254951,-5.9846308021624524e-17
27,0.90950290979323922,0.51330561452499801,-0.032785778338987062,2.2843100986275172e-18
28,0.74282842376155944,0.46800747896808659,0.13758594714991404,-1.0243565383239259e-17
29,0.6292610401772426,0.54356243899562506,-0.24098668570967005,-3.264666945023457e-17
30,0.73758652960832194,0.33155059052242536,0.64944663500300825,1.9861657038534799e-17
31,0.61425288756291063,0.30400306547048717,0.86252263831832043,-1.9382739217076544e-16
32,0.91652132708970435,0.6875,-0.23746238438186154,-1.7534261343561007e-17
33,0.75,1,-4.2843158393663049e-10,-1.586642257718823e-17
34,0.81434503289610238,0.66835230530610401,-0.46854028572306605,-5.689604703924934e-17
35,0.875,0.82995783517367827,-0.33286170314078561,-1.1322395609737918e-16
36,0.8366992460419026,0.75214765628933955,-0.48994965779682564,1.9151530526100357e-17
37,0.92249482082657541,0.76652096137024162,-0.2356539310872181,5.4026222330563372e-17
38,0.8125,0.1875,0.50426490747013897,-7.4539283190613215e-18
39,0.6875,0.125,0.59448259623094468,7.7433187386057302e-17
40,0.78125,0.09375,0.34143049119982904,4.9843608356775423e-17
41,1,0.125,2.4111434480799626e-10,0
42,0.875,0,2.0609103644990877e-10,-2.7755575615628914e-17
43,0.8125,0,4.2247834729179895e-10,-2.7699436521816165e-17
44,0.9375,0.0625,0.073603943639734659,0
45,0.9375,0.3125,0.18090908732098299,1.799365517672346e-18
46,0.59197607918131223,0.44063986253879389,0.34761779733115272,-9.910607909816598e-18
47,0.48446982449268355,0.375,0.70186456750739334,2.1393261200600557e-16
48,0.62599776350006331,0.37605227779338868,0.6337046958165955,1.8106678789131296e-16
49,0.69505289748116805,0.64360983826778217,-0.63637424518351482,2.0527104701169583e-16
50,0.69682183417801713,0.57079028495553996,-0.35164522783065677,1.971272915870799e-17
51,0.76243952159946504,0.61866112700870113,-0.45908538567592716,-2.5815225626984207e-16
52,0.5407082044305459,0.7907082044305459,-0.96306140978645971,-2.5564446802279827e-16
53,0.63939904463891561,0.73973755426603183,-0.90736840688664111,9.3400192647171162e-17
54,0.68262490136697695,0.875,-0.59453085146149243,-2.1155857042497331e-16
55,0.52904234833930353,0.64709108996602138,-0.76776823610618117,-5.6723945475076731e-18
56,0.68975249236689928,0.7981841615098465,-0.78341238107870359,5.301798107367708e-17
57,0.61165849855170618,0.62679427972016821,-0.67152370341591916,-3.5376088988794658e-17
58,0.56487078768827992,0.71646314567440283,-0.94898975358885018,-3.7580259632371234e-17
59,0.81918619659115066,0.3125,0.49928018341199348,-8.0160416701853047e-17
60,1,0.875,-2.4369184512202228e-10,3.3496821130651651e-18
61,0.65850434249868661,0.21762282875065669,0.86074377722358142,-7.8519768224798778e-17
62,0.55920888428313098,0.13568832642469647,0.74691836763807062,-1.12207154226499e-17
63,0.625,0,5.1238561763383285e-10,2.8792236358534971e-17
64,0.9375,0.1875,0.17676192840353538,0
65,0.53767897714725299,0.31814603442941625,0.90325521302772394,-2.4647176770822237e-16
66,0.25,0.46759560560948066,0.1371049654109214,3.5458023662273872e-17
67,0.77712666045661105,0.84527890705402786,-0.53901432793604842,-7.7766005617271366e-17
68,0.875,1,-2.491888517253421e-10,-3.8981521875766271e-17
69,0.7487133873762879,0.92003586955616246,-0.34195583324315409,8.0186513215229924e-17
70,0.625,1,-6.2157776771523185e-10,-4.782499369806864e-17
71,0.40103697533424509,0.72977118131436058,-0.94225032541686382,2.4541976205307184e-16
72,0.54951380189645527,0.56663643795291008,-0.3987485140948806,7.62683613263831e-17
73,0.5757681357186929,0.21675511391056781,0.93921194977558831,1.2475586568089697e-16
74,0.25,0,4.1190452230975164e-10,4.8895058150727034e-17
75,0.5625,0,7.1090958863117688e-10,1.1841338784456875e-17
76,0.6875,0,6.1372973965003745e-10,-2.2900202335522976e-17
77,0.61924369132285229,0.08100315433857383,0.44294348136973738,-5.0849772047771552e-17
78,0.37918039379754609,0.45154605210723953,0.2732550029577861,-8.6450342446948579e-17
79,0.9375,0.9375,-0.075449710428943814,-2.1992174982860854e-17
80,0.5719317421064819,0.89975305795513449,-0.57074482114124336,1.724624982123546e-17
81,0.61350434345646843,0.82885665040120515,-0.81419183369094894,2.107038437228163e-17
82,0.39862106130239761,0.125,0.68241387073751325,-9.702974992279632e-17
83,0.45298361002745369,0.44237663689880041,0.3463053159347208,-1.0372086180051047e-16
84,0.3936268894228464,0.59038223645881527,-0.50481716227093754,3.4853446685872272e-17
85,0.48168303603016976,0.088755121906420015,0.52635393250473406,1.1750791546128673e-16
86,0.46853045625265749,0.17191203472541791,0.88369870880280621,1.5180228127937605e-16
87,0.35730069322482594,0.26212287734419693,0.90747774303878859,-4.8816177063346866e-17
88,0.42299348692172162,0.51715681521609769,-0.10012294990371667,1.1417273903659763e-17
89,0.44508548891966843,0.65753807171624945,-0.81948059998576583,-1.6257497644204576e-16
90,0.31541272112659424,0.6644316338327525,-0.72238558201044878,-2.4149418067456802e-16
91,0,0.75,-3.4676491573642037e-10,-1.8013357967244114e-18
92,0.29311937933909982,0.56255315621036661,-0.30679158737992235,8.8304241482775597e-17
93,0.31881976821681135,0.49361399949128154,0.031689851218139768,3.7450221079311436e-17
94,0.13697538290307607,0.57618791785175805,-0.19594061996189716,5.0973401581034185e-17
95,0.21264233925625148,0.54182822582325252,-0.15832294405872385,-2.3344590974897553e-17
96,0.21391773384181262,0.64513367988603942,-0.49977630632996606,-7.3300207114653616e-17
97,0,0.25,3.1604227518181583e-10,-1.3671128800779811e-17
98,0.12611051847179536,0.45176452141439527,0.1140356421662625,1.883254553343081e-17
99,0,0.625,-2.4398890968731576e-10,1.4852804991385174e-17
100,0.10363971422050022,0.69079607099476059,-0.30415238220969337,-1.0519453523782962e-16
101,0.079368255398513457,0.51853220353392515,-0.034630779350077655,-3.6234308362798068e-18
102,0.20664505068103525,0.31420173774000421,0.55775971002573699,2.2332887671853149e-16
103,0,0.6875,-2.9229059222608683e-10,1.506445683740027e-17
104,0.07557443901935755,0.62048063285819532,-0.1513913903335917,3.438111825518606e-17
105,0.17863326387084374,0.71591504363899405,-0.52034877120043777,-8.6686056547270798e-17
106,0.25,1,-3.8701885853209269e-10,-1.6042700202898185e-17
107,0,0.875,-2.3492392297116477e-10,-1.0490056526286802e-17
108,0.10455560001215138,0.812569049319259,-0.29969316859866896,7.5839044892131643e-17
109,0.19566493415104422,0.40012895076323807,0.33522605422499197,-1.4418229134436165e-17
110,0,0.8125,-3.0392804796328979e-10,-2.9261147687098501e-17
111,0.125,1,-2.5144357837894136e-10,2.253143804965831e-17
112,0.0625,0.9375,-0.074661837114411378,-2.4975497446720148e-17
113,0.43281789329794579,0.30511794614087889,0.92544192056252561,-8.7135558408363603e-18
114,0.35232911992478,0.35867234535564529,0.70037912566223937,9.7188593062048174e-17
115,0.27688852468382241,0.39032759492133423,0.49159131635275882,9.3500943429751629e-17
116,0.28847841428674059,0.30698177964550477,0.72887569704413435,-8.2023207821124137e-18
117,0.23408981679098825,0.1578966653233933,0.55422609246562515,2.8784172023715932e-17
118,0,0.375,1.5989410727094963e-10,1.1806987447862474e-17
